ID_SHOP,SEX,MARITAL_STATUS,AGE,FLAG_RESIDENCIAL_PHONE,AREA_CODE_RESIDENCIAL_PHONE,PAYMENT_DAY,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_RESIDENCE_TOWN=WORKING_TOWN,FLAG_RESIDENCE_STATE=WORKING_STATE,MONTHS_IN_THE_JOB,PROFESSION_CODE,MATE_INCOME,FLAG_RESIDENCIAL_ADDRESS=POSTAL_ADDRESS,QUANT_BANKING_ACCOUNTS,PERSONAL_NET_INCOME,QUANT_ADDITIONAL_LOAN_IN_THE_APPLICATION,TARGET_LABEL_BAD=1,LOAN_AMOUNT_REQUESTED,ID_CLIENT
20,F,C,32,Y,31,18,A,36,N,Y,48,950,0,Y,0,1000,0,0,3037.023717,1043
55,M,S,38,Y,50,18,P,360,N,Y,24,953,0,Y,0,430,0,0,6922.237674,1044
55,F,S,40,Y,31,25,P,120,N,Y,96,35,0,Y,0,741,0,0,9620.898318,1045
16,M,S,23,Y,31,12,P,72,N,Y,0,508,0,Y,0,750,0,1,7070.701112,1046
7,F,C,26,N,5,18,A,12,Y,Y,36,903,0,Y,0,573,0,0,11195.78026,1047
19,M,S,21,Y,31,12,C,120,Y,Y,12,40,0,Y,0,350,0,0,14805.37565,1048
1,M,S,19,N,50,20,P,180,N,Y,12,26,0,N,0,195,0,1,17145.27411,1049
20,F,S,27,Y,31,25,P,324,Y,Y,12,24,0,Y,0,311,0,0,17543.90645,1050
19,M,S,19,Y,31,23,P,120,Y,Y,12,26,0,Y,0,200,0,1,651.7095283,1051
16,M,C,62,Y,31,3,P,12,N,Y,0,703,0,Y,0,1021,0,0,12504.54527,1052
13,M,S,18,Y,31,8,P,216,Y,Y,12,514,0,Y,0,200,0,0,13864.14112,1053
22,F,C,34,Y,31,20,P,48,Y,Y,48,44,0,Y,0,350,0,0,17937.65839,1054
25,M,C,34,Y,31,18,P,300,N,Y,60,522,0,Y,0,2200,0,0,8945.900878,1055
12,F,S,20,Y,31,20,C,288,N,Y,0,43,0,Y,0,600,0,0,3757.830658,1056
2,M,C,24,N,50,8,P,36,N,Y,36,702,0,Y,0,400,0,1,23462.82162,1057
25,F,S,19,Y,50,20,P,36,Y,Y,0,60,0,Y,0,260,0,0,2814.85899,1058
15,F,C,31,Y,31,3,P,24,Y,Y,0,654,0,Y,0,1159,1,0,11085.48176,1059
25,F,S,18,Y,50,18,A,12,N,Y,24,999,0,Y,0,500,0,0,19437.70453,1060
10,F,S,20,Y,31,8,P,120,N,Y,0,999,0,Y,0,0,0,1,16409.68966,1061
22,F,C,45,Y,31,12,P,240,Y,Y,36,855,0,Y,0,223,0,0,12592.08651,1062
18,F,C,31,Y,23,8,P,180,Y,Y,12,131,0,Y,0,398,0,0,20744.0576,1063
2,M,S,21,Y,31,20,P,24,Y,Y,12,223,0,Y,0,250,0,0,22624.73693,1064
25,F,S,24,Y,31,18,P,276,N,Y,24,950,0,Y,0,700,0,0,18443.10274,1065
17,M,C,30,Y,31,18,P,360,N,Y,36,129,0,Y,0,850,1,0,24742.16126,1066
9,M,S,18,Y,5,12,C,168,Y,Y,0,39,0,Y,0,320,0,1,838.6126414,1067
21,M,S,50,Y,31,12,P,240,Y,Y,12,999,0,Y,0,7237,2,0,5561.302952,1068
4,F,S,19,Y,31,8,P,72,Y,Y,12,950,0,Y,0,280,0,0,8045.960026,1069
1,F,C,55,Y,31,18,P,12,N,Y,312,2,0,Y,0,1600,0,0,18897.33815,1070
8,F,S,20,Y,31,12,O,12,N,Y,12,950,0,Y,0,200,0,1,29603.684,1071
22,M,S,20,N,50,12,A,72,N,Y,0,504,0,Y,0,215,0,0,17839.43969,1072
10,F,S,57,Y,31,18,P,528,N,Y,0,704,0,Y,0,435,0,0,6619.549,1073
55,F,C,66,Y,31,12,P,360,N,Y,48,13,600,Y,0,180,0,0,29280.61488,1074
8,F,C,36,Y,31,12,P,60,N,Y,12,130,0,Y,0,267,0,0,13035.37592,1075
25,F,S,27,Y,31,12,P,180,N,Y,12,804,0,Y,0,380,0,1,10751.831,1076
25,M,S,22,Y,31,12,A,12,Y,Y,48,999,0,Y,0,350,0,1,29037.91941,1077
19,F,S,22,Y,31,12,P,24,Y,Y,12,801,0,Y,0,285,0,0,6839.781935,1078
22,M,C,44,Y,50,25,O,132,N,Y,24,999,0,Y,0,2200,1,0,28154.47009,1079
12,M,S,19,Y,31,12,P,228,Y,Y,24,999,0,Y,0,466,0,1,10131.997,1080
25,M,S,25,N,50,12,P,12,Y,Y,72,218,0,Y,0,229,0,0,13543.25514,1081
16,F,S,22,Y,31,12,P,264,Y,Y,120,853,0,Y,0,330,0,0,24814.80062,1082
13,M,C,20,Y,31,11,P,24,N,Y,12,999,0,Y,0,500,0,0,26373.24619,1083
4,F,S,40,Y,31,18,P,12,N,Y,0,168,0,Y,0,300,0,0,8259.691917,1084
23,M,S,24,Y,31,20,A,36,Y,Y,12,999,0,Y,0,300,0,0,18065.57052,1085
12,M,S,33,Y,31,18,P,24,N,Y,36,124,0,Y,0,800,0,0,21502.22185,1086
12,F,S,18,Y,31,18,A,12,Y,Y,0,60,0,Y,0,194,0,0,12217.02546,1087
10,F,O,35,Y,31,8,P,240,Y,Y,12,950,0,Y,0,447,0,0,21579.6522,1088
24,F,S,48,Y,31,12,A,48,N,Y,36,13,0,Y,0,2771,0,0,10153.47667,1089
22,F,C,31,Y,50,12,P,144,Y,Y,12,165,0,Y,0,270,0,0,4805.211995,1090
19,M,S,23,Y,31,18,P,60,Y,Y,12,110,0,Y,0,600,0,1,28070.46313,1091
22,F,V,44,N,50,18,P,60,N,Y,228,703,0,Y,0,180,0,0,17374.33078,1092
2,F,S,21,Y,31,8,P,144,N,Y,12,501,0,Y,0,800,0,1,1150.749453,1093
1,M,S,39,Y,31,8,P,360,N,Y,84,4,0,Y,0,589,0,0,2206.790707,1094
1,F,S,29,Y,31,8,P,24,N,Y,12,999,0,Y,0,3000,0,0,19796.91,1095
24,F,S,33,N,50,20,P,120,N,Y,48,950,0,Y,0,600,0,1,11110.87539,1096
25,F,C,43,Y,31,20,A,24,Y,Y,12,165,300,Y,0,900,0,1,15568.12323,1097
20,F,S,43,N,31,18,A,60,Y,Y,36,999,0,Y,0,456,0,0,26260.35525,1098
6,F,C,46,Y,5,12,P,96,Y,Y,48,999,0,Y,0,351,0,0,12931.70915,1099
55,M,C,33,Y,31,18,P,264,Y,Y,96,113,0,Y,0,1000,0,0,2483.351847,1100
22,F,C,40,Y,31,18,P,84,N,Y,120,804,0,Y,0,1800,0,1,1522.739541,1101
20,M,C,41,Y,31,8,O,192,Y,Y,192,707,0,Y,0,690,1,0,8236.544013,1102
15,F,S,25,Y,31,20,P,204,Y,Y,12,30,0,Y,0,342,0,1,29737.68608,1103
21,M,C,32,Y,31,28,A,12,Y,Y,12,999,0,Y,0,277,0,0,11395.32918,1104
12,M,S,19,Y,31,16,P,108,N,Y,0,999,0,Y,0,350,0,1,10356.67208,1105
10,F,S,23,Y,31,23,O,12,N,Y,12,801,0,Y,0,525,1,0,8842.413653,1106
22,F,V,53,Y,31,12,P,132,N,Y,324,703,0,Y,0,180,0,0,1912.921288,1107
23,F,C,44,Y,31,28,P,120,Y,Y,60,807,0,Y,0,204,0,0,2591.75351,1108
18,M,S,18,Y,23,20,C,204,Y,Y,12,26,0,Y,0,252,0,0,23082.29866,1109
12,M,S,23,Y,31,8,O,60,N,Y,72,505,0,Y,0,1062,2,0,16714.45619,1110
23,F,S,23,Y,31,12,P,36,N,Y,0,2,0,Y,0,1200,1,0,26199.87993,1111
25,F,S,30,Y,31,18,P,48,N,Y,192,712,0,Y,0,360,0,0,10474.89364,1112
24,M,C,21,Y,50,23,C,36,Y,Y,24,999,0,Y,0,398,0,0,10253.83752,1113
3,M,S,23,N,50,8,A,60,N,Y,12,801,0,Y,0,266,0,1,10207.81837,1114
22,M,C,27,Y,31,23,A,12,N,Y,156,706,0,Y,0,280,0,1,11639.70065,1115
2,F,S,38,Y,31,28,P,96,Y,Y,72,100,0,Y,0,450,0,1,18662.44121,1116
23,F,S,42,Y,31,12,A,24,N,Y,132,713,0,Y,0,1149,1,0,17362.10573,1117
22,M,C,29,N,50,18,P,12,N,Y,0,26,0,Y,0,290,0,1,7387.444379,1118
14,F,C,48,Y,31,8,P,252,Y,Y,48,131,0,N,0,318,0,0,13415.51747,1119
22,F,C,22,N,50,12,P,264,N,Y,36,950,0,Y,0,400,0,0,1926.635489,1120
55,F,C,56,Y,31,18,P,480,Y,Y,0,130,0,Y,0,284,0,0,11180.19946,1121
9,F,O,25,Y,5,20,A,12,N,Y,36,24,0,Y,0,220,0,0,29572.65291,1122
19,F,S,35,Y,31,18,C,216,Y,Y,84,713,0,Y,0,1058,0,0,11058.66612,1123
24,F,S,20,Y,31,25,P,24,Y,Y,12,24,0,Y,0,180,0,0,26377.84284,1124
25,M,C,33,Y,31,20,P,24,N,Y,60,864,0,Y,0,600,1,0,25782.82577,1125
4,F,C,43,Y,31,3,P,204,Y,Y,240,255,0,Y,0,900,2,0,4587.829842,1126
23,F,C,24,Y,31,12,A,24,Y,Y,36,653,0,Y,0,500,1,1,4938.402106,1127
1,M,S,20,Y,31,25,P,240,N,Y,12,26,0,Y,0,312,0,0,23811.18848,1128
12,F,C,28,N,50,12,P,288,N,Y,0,131,800,Y,0,400,0,1,24244.67669,1129
6,M,C,22,N,50,3,A,12,Y,Y,12,954,180,Y,0,230,0,0,7948.201681,1130
9,F,S,48,Y,5,18,A,96,N,Y,12,720,0,Y,0,516,0,0,25917.66709,1131
9,F,S,18,Y,5,23,O,12,Y,Y,0,950,0,Y,0,262,0,1,1754.989404,1132
14,M,D,49,Y,31,12,A,36,Y,Y,216,522,0,Y,0,955,1,0,14681.82089,1133
22,F,S,20,Y,31,8,O,120,N,Y,0,60,0,Y,0,227,0,0,27993.63093,1134
1,M,S,30,N,31,28,C,144,Y,Y,72,26,0,Y,0,254,0,0,22507.05252,1135
17,F,C,35,Y,31,12,P,120,N,Y,12,38,0,Y,0,643,0,0,6191.648947,1136
2,M,S,18,Y,31,12,A,0,N,Y,24,118,0,Y,0,220,0,0,23952.52603,1137
22,F,S,20,Y,50,20,C,240,N,Y,12,999,0,Y,0,221,0,0,14055.74473,1138
25,F,S,39,Y,31,12,P,60,N,Y,48,950,0,Y,0,500,0,0,8021.912843,1139
23,F,O,28,Y,31,25,P,12,Y,N,12,60,0,Y,0,460,1,0,28623.89954,1140
24,M,S,29,Y,50,1,P,288,N,Y,12,950,0,Y,0,800,0,1,16692.44364,1141
2,M,S,39,Y,31,18,P,492,Y,Y,0,503,0,Y,0,234,0,1,6144.903176,1142
4,F,S,19,Y,31,20,P,228,N,Y,0,703,0,Y,0,200,0,0,15471.2208,1143
1,F,S,23,Y,31,12,C,264,Y,Y,12,950,0,Y,0,210,0,0,7310.789521,1144
25,F,S,34,N,50,28,A,0,N,Y,0,950,0,Y,0,1000,0,1,25730.91826,1145
16,F,S,21,Y,31,20,P,240,Y,Y,12,60,0,Y,0,220,0,1,7553.770626,1146
22,F,C,34,N,50,20,P,336,N,Y,24,950,1800,Y,0,400,0,0,27868.58548,1147
21,F,C,68,Y,31,12,P,120,N,Y,0,13,0,Y,0,575,1,0,11584.91704,1148
22,M,V,48,N,50,25,P,120,N,Y,72,253,0,Y,0,600,0,1,23265.26743,1149
24,F,S,30,N,50,28,P,72,Y,Y,12,165,0,Y,0,220,0,0,11386.03049,1150
22,F,C,36,Y,31,9,P,48,N,Y,12,950,360,Y,0,550,0,0,2868.937799,1151
23,F,S,58,Y,31,12,A,36,N,Y,48,13,0,Y,0,1444,1,0,19590.3333,1152
1,F,S,19,Y,31,8,C,228,Y,Y,12,853,0,Y,0,217,0,0,23009.63853,1153
25,F,S,30,N,31,20,P,12,Y,Y,12,950,0,Y,0,260,0,0,17614.40295,1154
15,F,C,37,Y,31,20,P,204,N,Y,0,999,0,Y,0,600,0,0,5646.182438,1155
24,F,S,25,Y,31,25,P,300,N,Y,24,950,0,Y,0,550,0,0,3630.948408,1156
25,M,S,46,Y,31,12,P,528,Y,Y,60,107,0,Y,0,488,0,0,20588.90557,1157
21,F,S,24,Y,31,12,P,132,N,Y,12,213,0,Y,0,300,0,0,27865.38556,1158
6,F,S,19,Y,23,28,P,240,Y,Y,12,999,0,Y,0,180,0,1,7732.043133,1159
22,M,C,24,N,31,20,P,72,N,Y,12,950,0,Y,0,712,1,0,21412.26921,1160
25,F,S,43,Y,31,18,P,432,N,Y,24,950,0,Y,0,500,0,0,11572.7258,1161
55,F,D,46,Y,31,28,A,72,Y,Y,12,305,0,Y,0,1100,0,0,22182.68478,1162
1,F,C,36,Y,31,12,A,12,N,Y,192,717,0,Y,0,2500,0,0,12718.53068,1163
10,F,S,35,Y,31,25,P,12,N,Y,240,165,0,Y,0,500,0,0,7825.958334,1164
24,M,D,44,Y,50,18,A,12,Y,Y,48,722,0,Y,0,1350,0,0,25271.2171,1165
3,F,C,24,Y,31,12,P,84,N,Y,0,501,300,Y,0,170,0,0,17543.70801,1166
19,F,S,20,Y,31,12,C,12,Y,Y,12,950,0,Y,0,260,0,0,27517.13379,1167
22,F,S,30,Y,31,18,A,12,N,Y,12,725,0,Y,0,196,0,1,3187.409661,1168
9,F,C,44,Y,5,12,P,84,N,Y,216,853,0,Y,0,648,0,0,25970.44062,1169
7,M,S,23,Y,5,20,P,300,Y,Y,12,26,0,Y,0,199,0,0,19255.18596,1170
11,F,C,45,Y,31,28,P,96,Y,Y,72,205,0,Y,0,500,0,0,14342.54951,1171
20,M,S,23,Y,31,20,P,48,Y,Y,12,522,0,Y,0,277,0,0,26659.43788,1172
25,F,S,29,Y,31,12,P,168,Y,Y,12,40,0,N,0,190,0,0,3896.614979,1173
24,F,S,18,Y,31,12,O,12,Y,Y,12,999,0,Y,0,360,0,0,13324.36995,1174
96,F,C,61,Y,31,25,P,240,N,Y,420,35,0,Y,0,420,0,1,2765.807957,1175
11,F,S,22,N,50,28,P,12,Y,Y,0,60,0,Y,0,200,0,1,7388.460847,1176
19,F,O,21,Y,50,18,P,12,N,Y,12,999,0,Y,0,300,0,0,27587.9478,1177
22,F,V,50,N,50,8,P,12,N,Y,24,13,0,Y,0,338,0,1,12729.84501,1178
15,M,S,19,Y,31,28,P,228,Y,Y,12,999,0,Y,0,280,0,0,13552.97664,1179
9,F,S,37,Y,5,20,P,240,N,Y,12,139,0,Y,0,310,0,1,1647.169722,1180
20,F,V,55,Y,31,12,P,180,N,Y,36,704,0,Y,0,5808,2,0,9199.246648,1181
13,M,C,42,Y,31,20,P,240,N,Y,240,514,0,Y,0,1200,1,0,15368.18864,1182
55,F,S,18,Y,31,25,P,120,N,Y,48,113,0,Y,0,300,0,1,15605.82104,1183
25,F,C,26,Y,31,8,A,48,Y,Y,36,992,0,Y,0,900,1,0,6667.078961,1184
1,F,C,51,Y,31,20,P,48,N,N,360,712,0,Y,0,1066,0,0,22661.39708,1185
21,F,D,33,Y,31,12,O,120,Y,Y,120,205,0,N,0,570,0,0,9379.726039,1186
25,F,C,27,Y,31,12,P,84,Y,Y,12,125,0,Y,0,1500,0,0,13039.22956,1187
25,M,O,39,Y,31,1,P,60,N,Y,12,999,0,Y,0,680,1,0,23906.58438,1188
21,F,S,18,Y,31,8,C,132,Y,Y,12,213,0,Y,0,175,0,0,14273.9827,1189
19,F,C,43,Y,31,18,P,480,N,Y,0,703,0,Y,0,805,0,0,6822.543269,1190
25,F,S,30,Y,50,20,P,72,N,Y,0,950,0,Y,0,200,0,1,11116.7409,1191
3,F,C,29,Y,31,18,P,120,Y,Y,36,305,10000,Y,0,4000,0,0,20360.09997,1192
25,F,S,48,Y,31,25,P,60,N,Y,36,13,0,Y,0,900,0,0,26028.07936,1193
24,F,S,31,Y,31,28,A,60,Y,Y,12,653,0,Y,0,317,0,0,17663.31983,1194
7,F,S,20,Y,5,12,P,180,Y,Y,12,218,0,Y,0,205,0,0,27376.84529,1195
17,F,C,58,Y,31,12,C,12,Y,Y,60,123,0,Y,0,342,0,0,3649.156788,1196
9,M,O,38,Y,5,3,C,0,N,Y,36,857,0,Y,0,636,1,1,14001.05591,1197
55,M,C,51,Y,31,25,P,72,N,Y,132,521,0,Y,0,749,0,0,20681.19449,1198
14,F,S,25,Y,31,18,O,12,Y,Y,12,26,0,Y,0,300,0,1,17560.2214,1199
17,F,O,25,Y,31,8,P,72,Y,Y,12,999,0,Y,0,270,0,0,21676.13457,1200
10,F,D,77,Y,31,8,A,36,N,Y,0,725,0,Y,0,1045,0,0,8966.696321,1201
25,F,C,39,Y,31,12,P,264,N,Y,108,712,1100,Y,0,450,0,0,20871.54203,1202
3,F,S,24,N,50,8,C,120,Y,Y,12,60,0,Y,0,390,0,0,13832.41759,1203
23,F,S,31,Y,31,12,P,60,N,Y,0,801,0,Y,0,460,0,0,6595.203861,1204
23,M,C,57,N,50,12,P,120,N,Y,12,703,0,Y,0,431,0,0,28304.7273,1205
19,F,S,31,Y,31,8,P,360,Y,Y,12,525,0,Y,0,22,0,0,21085.04483,1206
7,M,S,21,Y,5,18,P,12,Y,Y,48,39,0,Y,0,245,0,0,19300.78726,1207
55,M,S,20,Y,31,12,C,12,N,Y,48,950,0,Y,0,500,0,1,3839.527773,1208
2,M,S,21,Y,31,28,P,36,Y,Y,12,514,0,Y,0,450,0,0,17395.96289,1209
3,M,C,53,Y,31,28,P,36,Y,Y,0,707,0,Y,0,315,0,1,1273.773872,1210
7,F,S,19,Y,5,23,C,12,N,Y,12,654,0,Y,0,220,0,0,6535.046493,1211
12,F,S,64,Y,31,18,P,360,N,Y,0,703,0,Y,0,360,0,0,9421.172926,1212
19,M,C,46,Y,31,28,P,120,Y,Y,12,707,0,Y,0,307,0,1,23950.71761,1213
6,M,S,21,Y,24,3,P,24,Y,Y,360,717,0,N,0,900,0,0,19704.39411,1214
12,F,V,57,Y,31,12,P,384,N,Y,0,703,0,Y,0,180,0,0,28232.87849,1215
24,M,C,44,Y,31,12,P,24,N,Y,120,704,0,Y,0,1647,1,0,13904.01604,1216
10,M,C,36,Y,31,8,P,60,Y,Y,12,916,0,Y,0,363,0,0,22049.81886,1217
15,F,C,23,Y,31,18,P,36,Y,Y,24,712,0,Y,0,482,0,0,4978.262892,1218
25,M,S,24,Y,31,8,P,300,Y,Y,24,24,0,Y,0,400,0,0,23277.63992,1219
12,F,C,52,Y,31,18,P,120,Y,Y,48,717,0,N,0,2000,0,0,25453.11206,1220
4,M,C,60,Y,31,12,P,312,N,Y,0,13,0,Y,0,1020,1,0,21952.79504,1221
22,F,S,43,Y,31,8,P,108,N,Y,12,704,0,Y,0,4006,1,0,21040.31544,1222
1,F,S,35,N,50,25,P,276,N,Y,180,205,0,Y,0,400,0,0,28739.03768,1223
23,M,S,20,N,31,18,C,12,Y,Y,12,218,0,Y,0,250,0,0,24987.01345,1224
6,M,S,24,Y,49,25,C,180,Y,Y,48,24,0,Y,0,800,0,0,28589.38137,1225
24,F,C,36,N,31,12,P,240,N,Y,84,950,0,Y,0,350,0,0,3319.419123,1226
15,F,S,22,Y,31,18,C,60,Y,Y,12,712,0,Y,0,860,0,0,15506.83687,1227
25,F,V,53,Y,31,18,P,12,N,Y,12,703,0,Y,0,1081,0,0,1291.469636,1228
19,M,C,40,Y,31,12,P,12,Y,Y,216,514,0,Y,0,1075,1,0,18676.33512,1229
6,F,S,20,N,50,20,P,240,Y,Y,48,205,0,Y,0,180,0,0,16539.56938,1230
55,F,S,57,Y,50,20,P,264,N,Y,36,13,0,Y,0,780,1,0,29793.9023,1231
55,F,S,24,Y,50,8,A,48,Y,Y,36,165,0,Y,0,250,0,1,19076.43585,1232
19,F,V,52,Y,31,8,P,24,N,Y,12,703,0,Y,0,300,0,0,20195.01099,1233
3,F,C,32,Y,31,20,P,12,Y,Y,12,999,0,Y,0,1700,0,0,11464.25109,1234
10,F,C,43,Y,31,8,P,180,N,Y,0,165,0,Y,0,270,0,0,5004.088702,1235
24,F,S,19,Y,50,12,P,48,N,Y,24,950,0,Y,0,250,0,1,27542.4187,1236
24,F,C,58,Y,31,8,P,396,N,Y,60,13,0,Y,0,2100,2,0,9787.880546,1237
18,F,O,26,Y,23,28,A,12,Y,Y,24,123,0,Y,0,320,0,0,19485.94911,1238
11,F,C,33,Y,31,28,P,84,Y,Y,24,992,0,Y,0,386,0,0,4917.917176,1239
24,F,S,44,Y,31,28,P,60,N,Y,60,131,0,Y,0,800,0,0,27277.59173,1240
15,M,S,34,Y,31,18,P,48,Y,Y,12,26,0,Y,0,300,0,1,9820.557224,1241
25,F,D,51,Y,31,12,P,60,N,Y,36,999,0,Y,0,820,1,0,22460.02586,1242
16,F,C,39,Y,31,20,P,192,Y,Y,12,801,0,Y,0,220,0,0,27598.2114,1243
23,F,C,27,Y,31,28,P,24,N,Y,0,950,0,Y,0,1000,0,0,25190.82192,1244
24,F,S,36,N,50,25,P,96,N,Y,24,13,0,Y,0,222,0,0,20608.2754,1245
25,M,C,62,Y,31,12,P,336,N,Y,120,13,0,Y,0,811,1,0,4521.20834,1246
23,F,S,36,N,50,18,P,492,N,Y,0,205,0,Y,0,300,0,0,19661.80296,1247
25,M,C,34,Y,31,8,A,36,Y,Y,36,69,0,Y,0,300,0,0,26127.78556,1248
55,F,C,56,Y,31,25,P,336,Y,Y,156,60,0,Y,0,290,0,0,20872.65837,1249
25,F,S,32,Y,31,18,P,24,Y,Y,24,35,0,Y,0,404,0,0,22310.43232,1250
22,M,S,36,Y,31,28,P,420,N,Y,24,702,0,Y,0,400,0,0,3612.915234,1251
55,F,S,44,Y,31,8,P,528,Y,Y,180,264,0,Y,0,590,0,0,15171.56365,1252
22,F,C,28,Y,50,20,O,36,N,Y,0,999,373,Y,0,0,0,0,3351.356223,1253
2,F,C,50,Y,31,20,P,240,N,Y,84,26,0,Y,0,201,0,0,21979.82743,1254
21,M,C,53,Y,31,28,P,360,N,Y,0,13,0,Y,0,1121,0,0,28644.94682,1255
55,F,C,46,Y,50,28,P,276,Y,Y,60,991,0,Y,0,230,0,0,24160.22021,1256
25,F,C,24,Y,31,20,P,36,Y,Y,0,38,0,Y,0,275,0,0,28339.92345,1257
11,M,V,61,Y,31,20,P,96,N,Y,0,13,0,Y,0,900,0,0,17543.49861,1258
22,F,S,24,N,50,12,P,72,N,Y,36,950,0,Y,0,550,0,0,19739.43988,1259
16,F,S,20,N,31,12,P,252,N,Y,12,40,0,Y,0,275,0,0,7093.480066,1260
25,F,S,21,Y,31,8,C,168,Y,Y,12,854,0,Y,0,700,0,0,23257.98113,1261
20,F,S,53,Y,31,8,P,48,N,Y,72,13,0,Y,0,584,1,0,16810.17299,1262
16,F,S,37,Y,31,28,P,444,N,Y,12,131,0,Y,0,280,0,1,24600.66167,1263
15,F,S,28,Y,31,28,O,216,Y,Y,12,219,0,Y,0,615,0,0,17308.62695,1264
22,M,C,41,Y,31,18,P,132,N,Y,120,999,0,Y,0,1200,1,0,10791.00895,1265
22,F,C,61,Y,50,20,P,36,N,Y,312,703,0,Y,0,573,0,0,14889.99993,1266
19,F,S,18,Y,31,20,P,216,N,Y,0,999,0,Y,0,0,0,0,8002.741628,1267
21,M,S,38,Y,31,12,P,180,Y,Y,24,26,0,Y,0,230,0,0,11948.79941,1268
11,M,S,28,Y,31,12,P,348,Y,Y,12,717,0,Y,0,1500,0,0,5578.895905,1269
11,F,S,29,Y,31,28,P,36,N,Y,0,652,0,Y,0,0,0,0,12368.46445,1270
55,M,C,63,Y,31,12,P,228,N,Y,120,13,0,Y,0,1830,1,0,21816.04328,1271
55,F,O,34,Y,31,1,A,0,N,Y,60,264,0,Y,0,385,0,1,10130.01258,1272
16,F,S,41,Y,31,12,P,36,Y,Y,12,999,0,Y,0,300,0,1,13093.44615,1273
55,M,S,29,Y,50,20,P,180,N,Y,48,855,0,Y,0,543,0,0,27671.80307,1274
1,F,C,24,Y,31,25,P,12,N,Y,12,255,0,Y,0,1065,0,0,8855.519686,1275
15,M,C,28,Y,31,3,A,12,Y,Y,72,51,0,Y,0,1647,1,0,5264.447217,1276
20,F,C,20,Y,31,18,A,24,Y,Y,24,992,0,Y,0,600,1,0,18235.98873,1277
9,F,C,37,Y,5,18,P,120,N,Y,0,720,800,Y,0,0,0,0,20233.17026,1278
25,F,S,52,Y,31,23,A,204,N,Y,36,13,0,Y,0,934,0,0,22474.85067,1279
1,F,S,20,Y,23,20,C,240,Y,Y,12,35,0,Y,0,439,0,0,8755.705688,1280
13,F,C,31,Y,31,20,P,120,N,Y,0,205,500,Y,0,500,0,0,14861.31051,1281
19,F,S,25,N,31,25,P,300,N,Y,12,999,0,Y,0,800,0,0,14737.3404,1282
1,M,C,39,Y,31,20,P,60,Y,Y,144,999,0,Y,0,1393,0,0,7352.202238,1283
22,F,C,18,Y,31,28,A,204,N,Y,24,801,0,Y,0,200,0,1,1638.779565,1284
55,F,C,38,Y,31,12,P,216,N,Y,12,205,0,Y,0,300,0,0,6938.541171,1285
25,F,S,69,Y,50,28,A,12,N,Y,216,13,0,Y,0,1000,0,0,1751.30185,1286
25,M,C,51,Y,50,1,P,48,Y,Y,60,118,0,Y,0,430,0,0,7218.549054,1287
15,F,C,44,Y,31,12,P,120,Y,Y,120,305,0,Y,0,650,1,0,13653.29723,1288
22,F,V,52,Y,50,18,P,96,N,Y,96,703,0,Y,0,761,0,0,17666.87628,1289
25,F,S,25,N,31,18,A,12,Y,Y,12,124,0,N,0,1500,0,1,14805.17404,1290
22,F,V,36,Y,31,12,P,420,N,Y,36,703,0,Y,0,623,0,0,24013.04722,1291
1,M,S,20,Y,31,8,P,12,N,Y,0,512,0,Y,0,450,0,0,1697.325665,1292
25,F,S,24,Y,31,28,A,48,Y,Y,12,999,0,Y,0,480,0,1,24501.39859,1293
19,M,S,38,Y,31,1,P,120,Y,Y,12,79,0,Y,0,340,0,0,26905.72818,1294
55,F,S,18,Y,50,18,C,204,N,Y,0,999,0,Y,0,0,0,1,24606.22423,1295
5,F,S,41,Y,23,20,P,120,Y,Y,0,853,0,Y,0,500,0,0,3638.163662,1296
19,F,C,37,Y,31,12,P,144,N,Y,0,720,2766,Y,0,0,0,0,15325.36726,1297
20,M,S,21,Y,31,18,P,12,Y,Y,12,118,0,Y,0,409,0,0,19216.94399,1298
66,F,D,41,Y,31,1,P,120,Y,Y,228,18,0,Y,0,1840,0,0,29494.20372,1299
55,F,V,57,Y,31,8,P,36,N,Y,48,704,0,Y,0,1694,0,1,22289.96341,1300
55,F,C,42,Y,31,12,P,36,Y,Y,0,38,0,Y,0,533,0,0,2667.539964,1301
24,F,S,46,Y,31,25,P,372,N,Y,252,999,0,Y,0,1000,0,0,12910.73012,1302
20,M,S,24,Y,31,3,C,12,Y,Y,0,213,0,Y,0,200,0,0,25370.62212,1303
25,F,C,20,N,31,18,P,240,N,Y,48,950,250,Y,0,800,0,1,20249.29394,1304
25,F,C,28,Y,31,18,P,60,Y,Y,12,60,0,Y,0,260,0,0,14783.97402,1305
22,F,O,28,Y,31,8,P,12,N,Y,24,26,0,Y,0,243,0,0,6365.155041,1306
20,M,S,27,N,31,20,O,48,Y,Y,12,807,0,Y,0,204,0,0,14100.4102,1307
23,M,S,38,Y,31,12,P,12,Y,Y,12,999,0,Y,0,800,0,0,16298.63152,1308
24,F,V,49,Y,31,11,P,60,Y,Y,12,13,0,Y,0,1200,0,0,2484.354083,1309
7,F,C,34,Y,5,28,A,48,N,Y,24,655,0,Y,0,522,0,0,2018.242913,1310
20,F,S,42,N,50,20,P,504,Y,Y,228,168,0,Y,0,422,0,0,27846.56908,1311
10,F,C,69,Y,31,25,P,384,N,Y,0,703,0,Y,0,180,0,0,15119.89965,1312
